bleu_score, meteor_score
0.11381864165638134,0.5319938635126441
0.5592768921329829,0.8613412228796845
0.8862476419965991,0.9620267181308382
0.30913279378028763,0.5421467870860582
0.8153551038173115,0.9922001471670346
0.5944247793573106,0.751503302822951
0.5705272878294273,0.8292557565789473
0.667482430787308,0.8100392512077297
0.24808415001701817,0.47920792079207924
0.6586134739641668,0.8704867841808729
0.46418982801483427,0.7841338087248324
0.1274801788734897,0.6363578464673912
0.3759663529467017,0.7668240850059032
0.9127592114472297,0.9965300849021781
0.5423782837718303,0.8384683098591549
0.8003203203844999,0.9319727891156462
0.447527884439076,0.8005344995140913
0.7910665071754358,0.9894398530762167
1.0,0.9999460101500918
0.8120341702859789,0.9501007670796294
1.0,0.9997724169321802
0.6783686168526631,0.8212867949966295
0.7725505949016372,0.8072916666666667
0.6743265560444166,0.9122512437810946
0.7611606003349892,0.920940170940171
0.8415266720024042,0.9422781271837876
0.4588684977053833,0.6878600823045267
0.6382077270030551,0.8030496183838015
1.0,0.9999460101500918
1.0,0.9997106481481481
0.5089175114935747,0.820141397064474
0.8482942955247808,0.923391106960925
0.6207106843779346,0.7723408050419169
0.3741739168735194,0.6944732207603853
0.9554427922043668,0.9582939508506617
0.5911737293248827,0.7824615491602824
1.0,0.999958905235473
1.0,0.9997724169321802
0.23462350320528,0.5514705882352942
0.7784290264326612,0.9155164835164834
1.0,0.9999530428249437
1.0,0.9998518518518519
0.7310296287680115,0.9486235741444865
1.0,0.9997724169321802
0.6984502320788455,0.9839587932303164
1.0,0.9999715521165226
0.7076618839098693,0.8501505541674674
0.2513293635022765,0.5160550458715595
1.0,0.9998177842565598
1.0,0.9999530428249437
0.5331675363405771,0.7150900900900901
1.0,0.9998779296875
0.7379570919166829,0.8592503987240829
