bleu_score, meteor_score
0.09543819103023578,0.35390946502057613
0.10508106635796587,0.3959510019066806
0.8862476419965991,0.9620267181308382
1.0,0.999958905235473
0.8153551038173115,0.9922001471670346
0.09512948107586758,0.5555555555555556
1.0,0.9999271030762502
0.25206912951978444,0.5128296092075189
0.48633831680799433,0.7706310679611651
0.5737416532455872,0.7282491944146079
0.7772105684320924,0.8718130733489535
1.0,0.9999142661179699
1.0,0.9998177842565598
1.0,0.9999814814814815
1.0,0.9998177842565598
1.0,0.9998518518518519
1.0,0.999898229187869
1.0,0.9997106481481481
1.0,0.9999460101500918
0.9210589320522863,0.9580182734719597
1.0,0.9997724169321802
0.8153551038173115,0.9363888888888889
0.7725505949016372,0.8072916666666667
1.0,0.9999375
0.7611606003349892,0.920940170940171
1.0,0.9998779296875
0,0.0
0.017323293310443248,0.09615384615384615
1.0,0.9999460101500918
1.0,0.9997106481481481
0.8666415730847504,0.9319727891156462
0.8482942955247808,0.923391106960925
0.6207106843779346,0.7723408050419169
0.10067931552692388,0.4075307809074042
0.9554427922043668,0.9582939508506617
0.9554427922043668,0.9582939508506617
1.0,0.999958905235473
1.0,0.9997724169321802
0.10715098998105906,0.49145299145299143
0.9025139799587886,0.996107491939117
1.0,0.9999530428249437
1.0,0.9998518518518519
1.0,0.9999715521165226
0.6703420896351792,0.920940170940171
1.0,0.9998518518518519
1.0,0.9999715521165226
0.5016513759455239,0.7647286821705428
0.5316967153331754,0.9705258538725956
0.4546697236991713,0.6996453900709221
0.7345775044147154,0.9034502262443438
0.5331675363405771,0.7150900900900901
1.0,0.9998779296875
0.520405840837113,0.7143162393162393
